Symbol,Name,Country,IPO Year,Sector,Industry
PXLW,Pixelworks Inc.  Common Stock,United States,2000,Technology,Semiconductors
PXMD,PaxMedica Inc. Common Stock,United States,2022,Health Care, Medicinal Chemicals and Botanical Products 
PYCR,Paycor HCM Inc. Common Stock,United States,2021,Technology,Computer Software: Prepackaged Software
PYN,PIMCO New York Municipal Income Fund III Common Shares of Beneficial Interest,United States,2002,Finance,Investment Managers
PYXS,Pyxis Oncology Inc. Common Stock,United States,2021,Health Care,Biotechnology: Pharmaceutical Preparations
PZC,PIMCO California Municipal Income Fund III Common Shares of Beneficial Interest,United States,2002,Finance,Investment Managers
PZG,Paramount Gold Nevada Corp. Common Stock,United States,2015,Basic Materials,Metal Mining
PZZA,Papa John's International Inc. Common Stock,United States,1993,Consumer Discretionary,Restaurants
QCOM,QUALCOMM Incorporated Common Stock,United States,1991,Technology,Radio And Television Broadcasting And Communications Equipment
QDRO,Quadro Acquisition One Corp. Class A Ordinary Shares,United States,2021,Finance,Blank Checks
QDROW,Quadro Acquisition One Corp.  Warrant,United States,2021,Finance,Blank Checks
QLGN,Qualigen Therapeutics Inc. Common Stock,United States,2015,Health Care,Biotechnology: Pharmaceutical Preparations
QLYS,Qualys Inc. Common Stock,United States,2012,Technology,Computer Software: Prepackaged Software
QNCX,Quince Therapeutics Inc. Common Stock,United States,2019,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
QNST,QuinStreet Inc. Common Stock,United States,2010,Consumer Discretionary,Advertising
QOMO,Qomolangma Acquisition Corp. Common Stock,United States,2022,Finance,Blank Checks
QOMOW,Qomolangma Acquisition Corp. Warrant,United States,2022,Finance,Blank Checks
QS,QuantumScape Corporation Class A Common Stock,United States,2020,Consumer Discretionary,Auto Parts:O.E.M.
QSI,Quantum-Si Incorporated Class A Common Stock,United States,2020,Health Care,Biotechnology: Pharmaceutical Preparations
QSIAW,Quantum-Si Incorporated Warrant,United States,2020,Health Care,Biotechnology: Pharmaceutical Preparations
QTRX,Quanterix Corporation Common Stock,United States,2017,Industrials,Biotechnology: Laboratory Analytical Instruments
QTWO,Q2 Holdings Inc. Common Stock,United States,2014,Technology,Computer Software: Prepackaged Software
QUIK,QuickLogic Corporation Common Stock,United States,1999,Technology,Semiconductors
QVCC,QVC Inc. 6.250% Senior Secured Notes due 2068,United States,2019,Consumer Discretionary,Catalog/Specialty Distribution
QVCD,QVC Inc. 6.375% Senior Secured Notes due 2067,United States,2018,Consumer Discretionary,Catalog/Specialty Distribution
RAIL,FreightCar America Inc. Common Stock,United States,2005,Industrials,Railroads
RAIN,Rain Oncology Inc. Common Stock,United States,2021,Health Care,Biotechnology: Pharmaceutical Preparations
RAMP,LiveRamp Holdings Inc. Common Stock,United States,2018,Technology,EDP Services
RANI,Rani Therapeutics Holdings Inc. Class A Common Stock,United States,2021,Health Care, Medicinal Chemicals and Botanical Products 
RAPT,RAPT Therapeutics Inc. Common Stock,United States,2019,Health Care,Biotechnology: Pharmaceutical Preparations
RARE,Ultragenyx Pharmaceutical Inc. Common Stock,United States,2014,Health Care,Biotechnology: Pharmaceutical Preparations
RBB,RBB Bancorp Common Stock,United States,2017,Finance,Major Banks
RBC,RBC Bearings Incorporated Common Stock,United States,2022,Industrials,Metal Fabrications
RBCAA,Republic Bancorp Inc. Class A Common Stock,United States,1998,Finance,Major Banks
RBCP,RBC Bearings Incorporated 5.00% Series A Mandatory Convertible Preferred Stock,United States,2022,Industrials,Metal Fabrications
RBKB,Rhinebeck Bancorp Inc. Common Stock,United States,2019,Finance,Major Banks
RBLX,Roblox Corporation Class A Common Stock,United States,2021,Technology,EDP Services
RC,Ready Capital Corproation Common Stock,United States,2013,Real Estate,Real Estate Investment Trusts
RCAC,Revelstone Capital Acquisition Corp. Class A Common Stock,United States,2022,Finance,Blank Checks
RCACW,Revelstone Capital Acquisition Corp. Warrant,United States,2022,Finance,Blank Checks
RCB,Ready Capital Corporation 6.20% Senior Notes due 2026,United States,2019,Real Estate,Real Estate Investment Trusts
RCC,Ready Capital Corporation 5.75% Senior Notes due 2026,United States,2021,Real Estate,Real Estate Investment Trusts
RCKT,Rocket Pharmaceuticals Inc. Common Stock,United States,2015,Health Care,Biotechnology: Pharmaceutical Preparations
RCKY,Rocky Brands Inc. Common Stock,United States,1993,Consumer Discretionary,Shoe Manufacturing
RCL,Royal Caribbean Cruises Ltd. Common Stock,United States,1993,Consumer Discretionary,Marine Transportation
RCS,PIMCO Strategic Income Fund Inc.,United States,1994,Finance,Investment Managers
RCUS,Arcus Biosciences Inc. Common Stock,United States,2018,Health Care,Biotechnology: Pharmaceutical Preparations
RDFN,Redfin Corporation Common Stock,United States,2017,Finance,Real Estate
RDW,Redwire Corporation Common Stock,United States,2021,Industrials,Military/Government/Technical
REAL,The RealReal Inc. Common Stock,United States,2019,Consumer Discretionary,Other Specialty Stores
REBN,Reborn Coffee Inc. Common Stock,United States,2022,Consumer Discretionary,Restaurants
REFI,Chicago Atlantic Real Estate Finance Inc. Common Stock,United States,2021,Real Estate,Real Estate Investment Trusts
REG,Regency Centers Corporation Common Stock,United States,1993,Real Estate,Real Estate Investment Trusts
REGN,Regeneron Pharmaceuticals Inc. Common Stock,United States,1991,Health Care,Biotechnology: Pharmaceutical Preparations
RELL,Richardson Electronics Ltd. Common Stock,United States,1983,Technology,Electronic Components
RELY,Remitly Global Inc. Common Stock,United States,2021,Technology,Computer Software: Prepackaged Software
RENE,Cartesian Growth Corporation II Class A Ordinary Shares,United States,2022,Finance,Blank Checks
RENT,Rent the Runway Inc. Class A Common Stock,United States,2021,Consumer Discretionary,Other Specialty Stores
REPL,Replimune Group Inc. Common Stock,United States,2018,Health Care,Biotechnology: Pharmaceutical Preparations
REPX,Riley Exploration Permian Inc. Common Stock,United States,1999,Energy,Oil & Gas Production
RETA,Reata Pharmaceuticals Inc. Class A Common Stock,United States,2016,Health Care,Biotechnology: Pharmaceutical Preparations
REVB,Revelation Biosciences Inc. Common Stock,United States,2020,Health Care,Biotechnology: Pharmaceutical Preparations
REVBW,Revelation Biosciences Inc. Warrant,United States,2020,Health Care,Biotechnology: Pharmaceutical Preparations
REVG,REV Group Inc. Common Stock,United States,2017,Consumer Discretionary,Auto Manufacturing
REXR,Rexford Industrial Realty Inc. Common Stock,United States,2013,Real Estate,Real Estate Investment Trusts
REYN,Reynolds Consumer Products Inc. Common Stock,United States,2020,Industrials,Office Equipment/Supplies/Services
REZI,Resideo Technologies Inc. Common Stock ,United States,2018,Industrials,Wholesale Distributors
RFI,Cohen & Steers Total Return Realty Fund Inc. Common Stock,United States,1993,Finance,Investment Managers
RFL,Rafael Holdings Inc. Class B Common Stock,United States,2018,Finance,Real Estate
RGEN,Repligen Corporation Common Stock,United States,1986,Health Care,Medical/Dental Instruments
RGF,The Real Good Food Company Inc. Class A Common Stock,United States,2021,Consumer Staples,Packaged Foods
RGLS,Regulus Therapeutics Inc. Common Stock,United States,2012,Health Care,Biotechnology: Pharmaceutical Preparations
RGNX,REGENXBIO Inc. Common Stock,United States,2015,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
RGS,Regis Corporation Common Stock,United States,1991,Consumer Discretionary,Other Consumer Services
RH,RH Common Stock,United States,2012,Consumer Discretionary,Other Specialty Stores
RICK,RCI Hospitality Holdings Inc. Common Stock,United States,1995,Consumer Discretionary,Restaurants
RIGL,Rigel Pharmaceuticals Inc. Common Stock,United States,2000,Health Care,Biotechnology: Pharmaceutical Preparations
RIVN,Rivian Automotive Inc. Class A Common Stock,United States,2021,Consumer Discretionary,Auto Manufacturing
RKDA,Arcadia Biosciences Inc. Common Stock,United States,2015,Industrials,Agricultural Chemicals
RKLB,Rocket Lab USA Inc. Common Stock,United States,2020,Industrials,Aerospace
RKT,Rocket Companies Inc. Class A Common Stock,United States,2020,Finance,Finance: Consumer Services
RL,Ralph Lauren Corporation Common Stock,United States,1997,Consumer Discretionary,Apparel
RLAY,Relay Therapeutics Inc. Common Stock,United States,2020,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
RLJ,RLJ Lodging Trust Common Shares of Beneficial Interest $0.01 par value,United States,2011,Real Estate,Real Estate Investment Trusts
RLYB,Rallybio Corporation Common Stock,United States,2021,Health Care,Biotechnology: Pharmaceutical Preparations
RM,Regional Management Corp. Common Stock,United States,2012,Finance,Finance: Consumer Services
RMAX,RE/MAX Holdings Inc. Class A Common Stock,United States,2013,Finance,Real Estate
RMBI,Richmond Mutual Bancorporation Inc. Common Stock,United States,2019,,
RMBS,Rambus Inc. Common Stock,United States,1997,Technology,Semiconductors
RMGC,RMG Acquisition Corp. III Class A Ordinary Shares,United States,2021,Finance,Blank Checks
RMGCU,RMG Acquisition Corp. III Unit,United States,2021,Finance,Blank Checks
RMNI,Rimini Street Inc. (DE) Common Stock,United States,2015,Consumer Discretionary,Business Services
RMTI,Rockwell Medical Inc. Common Stock,United States,1998,Health Care,Biotechnology: Pharmaceutical Preparations
RNA,Avidity Biosciences Inc. Common Stock,United States,2020,Health Care,Biotechnology: Pharmaceutical Preparations
RNAZ,TransCode Therapeutics Inc. Common Stock,United States,2021,Health Care,Biotechnology: Pharmaceutical Preparations
RNG,RingCentral Inc. Class A Common Stock,United States,2013,Technology,EDP Services
RNGR,Ranger Energy Services Inc. Class A Common Stock,United States,2017,Energy,Oilfield Services/Equipment
RNP,Cohen & Steers REIT and Preferred and Income Fund Inc. Common Shares,United States,2003,Finance,Investment Managers
RNXT,RenovoRx Inc. Common Stock,United States,2021,Health Care,Biotechnology: Pharmaceutical Preparations
ROAD,Construction Partners Inc. Class A Common Stock,United States,2018,Industrials,Engineering & Construction
ROCK,Gibraltar Industries Inc. Common Stock,United States,1993,Industrials,Steel/Iron Ore
ROCL,Roth CH Acquisition V Co. Common Stock,United States,2022,Finance,Blank Checks
ROCLU,Roth CH Acquisition V Co. Unit,United States,2021,Finance,Blank Checks
ROCLW,Roth CH Acquisition V Co. Warrant,United States,2022,Finance,Blank Checks
ROG,Rogers Corporation Common Stock,United States,1960,Industrials,Major Chemicals
ROKU,Roku Inc. Class A Common Stock,United States,2017,Telecommunications,Cable & Other Pay Television Services
ROOT,Root Inc. Class A Common Stock,United States,2020,Finance,Property-Casualty Insurers
ROP,Roper Technologies Inc. Common Stock,United States,1992,Industrials,Industrial Machinery/Components
ROSE,Rose Hill Acquisition Corporation Class A Ordinary Shares,United States,2021,Finance,Blank Checks
ROSEW,Rose Hill Acquisition Corporation Warrant,United States,2021,Finance,Blank Checks
ROST,Ross Stores Inc. Common Stock,United States,1985,Consumer Discretionary,Clothing/Shoe/Accessory Stores
ROVR,Rover Group Inc. Class A Common Stock,United States,2021,Consumer Discretionary,Other Consumer Services
RPAY,Repay Holdings Corporation Class A Common Stock,United States,2018,Technology,EDP Services
RPD,Rapid7 Inc. Common Stock,United States,2015,Technology,Computer Software: Prepackaged Software
RPHM,Reneo Pharmaceuticals Inc. Common Stock,United States,2021,Health Care,Biotechnology: Pharmaceutical Preparations
RPID,Rapid Micro Biosystems Inc. Class A Common Stock,United States,2021,Health Care,Medical Specialities
RPRX,Royalty Pharma plc Class A Ordinary Shares ,United States,2020,Health Care,Biotechnology: Pharmaceutical Preparations
RQI,Cohen & Steers Quality Income Realty Fund Inc Common Shares,United States,2002,Finance,Trusts Except Educational Religious and Charitable
RRBI,Red River Bancshares Inc. Common Stock,United States,2019,Consumer Discretionary,Hotels/Resorts
RRGB,Red Robin Gourmet Burgers Inc. Common Stock,United States,2002,Consumer Discretionary,Restaurants
RRR,Red Rock Resorts Inc. Class A Common Stock,United States,2016,Consumer Discretionary,Hotels/Resorts
RRX,Regal Rexnord Corporation Common Stock,United States,1976,Consumer Discretionary,Metal Fabrications
RS,Reliance Steel & Aluminum Co. Common Stock (DE),United States,1994,Industrials,Metal Fabrications
RSG,Republic Services Inc. Common Stock,United States,1998,Utilities,Environmental Services
RSI,Rush Street Interactive Inc. Class A Common Stock,United States,2020,Consumer Discretionary,Services-Misc. Amusement & Recreation
RSLS,ReShape Lifesciences Inc. Common Stock,United States,2016,Health Care,Medical/Dental Instruments
RSVR,Reservoir Media Inc. Common Stock,United States,2021,Consumer Discretionary,Movies/Entertainment
RSVRW,Reservoir Media Inc. Warrant,United States,2021,Consumer Discretionary,Movies/Entertainment
RUM,Rumble Inc. Class A Common Stock,United States,2021,Technology,Computer Software: Prepackaged Software
RUMBW,Rumble Inc. Warrant,United States,2021,Technology,Computer Software: Prepackaged Software
RUN,Sunrun Inc. Common Stock,United States,2015,Miscellaneous,Industrial Machinery/Components
RVLP,RVL Pharmaceuticals plc Ordinary Shares,United States,2018,Health Care,Biotechnology: Pharmaceutical Preparations
RVLV,Revolve Group Inc. Class A Common Stock,United States,2019,Consumer Discretionary,Catalog/Specialty Distribution
RVMD,Revolution Medicines Inc. Common Stock,United States,2020,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
RVNC,Revance Therapeutics Inc. Common Stock,United States,2014,Health Care,Biotechnology: Pharmaceutical Preparations
RVP,Retractable Technologies Inc. Common Stock,United States,2001,Health Care,Medical/Dental Instruments
RVPH,Reviva Pharmaceuticals Holdings Inc. Common Stock ,United States,2020,Health Care,Biotechnology: Pharmaceutical Preparations
RVPHW,Reviva Pharmaceuticals Holdings Inc. Warrants,United States,2018,Health Care,Biotechnology: Pharmaceutical Preparations
RVT,Royce Value Trust Inc. Common Stock,United States,1986,Finance,Trusts Except Educational Religious and Charitable
RWAY,Runway Growth Finance Corp. Common Stock,United States,2021,,
RWOD,Redwoods Acquisition Corp. Common Stock,United States,2022,Finance,Blank Checks
RWODR,Redwoods Acquisition Corp. Rights,United States,2022,Finance,Blank Checks
RWODU,Redwoods Acquisition Corp. Unit,United States,2022,Finance,Blank Checks
RWT,Redwood Trust Inc. Common Stock,United States,1995,Real Estate,Real Estate Investment Trusts
RXO,RXO Inc. Common Stock,United States,2022,,
RXRX,Recursion Pharmaceuticals Inc. Class A Common Stock,United States,2021,Health Care,Biotechnology: Pharmaceutical Preparations
RXST,RxSight Inc. Common Stock,United States,2021,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
RXT,Rackspace Technology Inc. Common Stock,United States,2020,Technology,EDP Services
RYAM,Rayonier Advanced Materials Inc. Common Stock,United States,2014,Basic Materials,Paper
RYAN,Ryan Specialty Holdings Inc. Class A Common Stock,United States,2021,Finance,Specialty Insurers
RYI,Ryerson Holding Corporation Common Stock,United States,2014,Industrials,Metal Fabrications
RYTM,Rhythm Pharmaceuticals Inc. Common Stock,United States,2017,Health Care,Biotechnology: Pharmaceutical Preparations
RZB,Reinsurance Group of America Incorporated 5.75% Fixed-To-Floating Rate Subordinated Debentures due 2056,United States,2016,Finance,Life Insurance
RZC,Reinsurance Group of America Incorporated 7.125% Fixed-Rate Reset Subordinated Debentures due 2052,United States,2022,Finance,Life Insurance
S,SentinelOne Inc. Class A Common Stock,United States,2021,Technology,EDP Services
SABR,Sabre Corporation Common Stock,United States,2014,Technology,Computer Software: Programming Data Processing
SABS,SAB Biotherapeutics Inc. Common Stock,United States,2021,Health Care,Biotechnology: Pharmaceutical Preparations
SABSW,SAB Biotherapeutics Inc. Warrant,United States,2021,Health Care,Biotechnology: Pharmaceutical Preparations
SACC,Sachem Capital Corp. 6.875% Notes due 2024,United States,2019,Real Estate,Real Estate Investment Trusts
SACH,Sachem Capital Corp. Common Shares,United States,2017,Real Estate,Real Estate Investment Trusts
SAFE,Safehold Inc. New Common Stock ,United States,2023,Real Estate,Real Estate Investment Trusts
SAFT,Safety Insurance Group Inc. Common Stock,United States,2002,Finance,Property-Casualty Insurers
SAGA,Sagaliam Acquisition Corp. Class A Common Stock,United States,2022,Finance,Blank Checks
SAGAR,Sagaliam Acquisition Corp. Rights,United States,2022,Finance,Blank Checks
SAGAU,Sagaliam Acquisition Corp. Units,United States,2021,Finance,Blank Checks
SAGE,Sage Therapeutics Inc. Common Stock,United States,2014,Health Care,Biotechnology: Pharmaceutical Preparations
SAH,Sonic Automotive Inc. Common Stock,United States,1997,Consumer Discretionary,Other Specialty Stores
SAJ,Saratoga Investment Corp 8.00% Notes due 2027,United States,2022,Finance,Investment Managers
SALM,Salem Media Group Inc. Class A Common Stock,United States,1999,Consumer Discretionary,Broadcasting
SAMA,Schultze Special Purpose Acquisition Corp. II Class A Common Stock,United States,2021,Finance,Blank Checks
SAMAU,Schultze Special Purpose Acquisition Corp. II Units,United States,2021,Finance,Blank Checks
SAMAW,Schultze Special Purpose Acquisition Corp. II Warrant,United States,2021,Finance,Blank Checks
SAMG,Silvercrest Asset Management Group Inc. Class A Common Stock,United States,2013,Finance,Investment Managers
SANA,Sana Biotechnology Inc. Common Stock,United States,2021,Health Care, Medicinal Chemicals and Botanical Products 
SANM,Sanmina Corporation Common Stock,United States,1993,Technology,Electrical Products
SAT,Saratoga Investment Corp 6.00% Notes due 2027,United States,2022,Finance,Investment Managers
SAY,Saratoga Investment Corp 8.125% Notes due 2027,United States,2022,Finance,Investment Managers
SAZ,Saratoga Investment Corp 8.50% Notes due 2028,United States,2023,Finance,Investment Managers
SBAC,SBA Communications Corporation Class A Common Stock,United States,1999,Real Estate,Real Estate Investment Trusts
SBGI,Sinclair Inc. Class A Common Stock,United States,1995,Industrials,Broadcasting
SBI,Western Asset Intermediate Muni Fund Inc Common Stock,United States,1992,Finance,Finance/Investors Services
SBT,Sterling Bancorp Inc. Common Stock,United States,2017,Finance,Savings Institutions
SBUX,Starbucks Corporation Common Stock,United States,1992,Consumer Discretionary,Restaurants
SCCB,Sachem Capital Corp. 7.125% Notes due 2024,United States,2019,Real Estate,Real Estate Investment Trusts
SCCC,Sachem Capital Corp. 7.75% Notes due 2025,United States,2020,Real Estate,Real Estate Investment Trusts
SCCE,Sachem Capital Corp. 6.00% Notes due 2027,United States,2022,Real Estate,Real Estate Investment Trusts
SCCF,Sachem Capital Corp. 7.125% Notes due 2027,United States,2022,Real Estate,Real Estate Investment Trusts
SCCG,Sachem Capital Corp. 8.00% Notes due 2027,United States,2022,Real Estate,Real Estate Investment Trusts
SCD,LMP Capital and Income Fund Inc. Common Stock,United States,2004,Finance,Trusts Except Educational Religious and Charitable
SCHL,Scholastic Corporation Common Stock,United States,1992,Consumer Discretionary,Books
SCLX,Scilex Holding Company Common Stock,United States,2021,Health Care,Biotechnology: Pharmaceutical Preparations
SCLXW,Scilex Holding Company Warrant,United States,2021,Health Care,Biotechnology: Pharmaceutical Preparations
SCM,Stellus Capital Investment Corporation Common Stock,United States,2012,Finance,Finance/Investors Services
SCOR,comScore Inc. Common Stock,United States,2018,Consumer Discretionary,Business Services
SCPH,scPharmaceuticals Inc. Common Stock,United States,2017,Health Care,Biotechnology: Pharmaceutical Preparations
SCPL,SciPlay Corporation Class A Common Stock,United States,2019,Technology,EDP Services
SCRM,Screaming Eagle Acquisition Corp. Class A Ordinary Shares,United States,2022,Finance,Blank Checks
SCRMU,Screaming Eagle Acquisition Corp. Unit,United States,2022,Finance,Blank Checks
SCRMW,Screaming Eagle Acquisition Corp. Warrant,United States,2022,Finance,Blank Checks
SCS,Steelcase Inc. Common Stock,United States,1998,Consumer Discretionary,Office Equipment/Supplies/Services
SCTL,Societal CDMO Inc. Common Stock,United States,2014,Health Care,Biotechnology: Pharmaceutical Preparations
SCVL,Shoe Carnival Inc. Common Stock,United States,1993,Consumer Discretionary,Clothing/Shoe/Accessory Stores
SCWX,SecureWorks Corp. Class A Common Stock,United States,2016,Technology,Computer Software: Prepackaged Software
SCYX,SCYNEXIS Inc. Common Stock,United States,2014,Health Care,Biotechnology: Pharmaceutical Preparations
SD,SandRidge Energy Inc. Common Stock,United States,2016,Energy,Oil & Gas Production
SDC,SmileDirectClub Inc. Class A Common Stock,United States,2019,Health Care,Medical/Dental Instruments
SDGR,Schrodinger Inc. Common Stock,United States,2020,Health Care,Biotechnology: Pharmaceutical Preparations
SDIG,Stronghold Digital Mining Inc. Class A Common Stock,United States,2021,Finance,Investment Bankers/Brokers/Service
SDOT,Sadot Group Inc. Common Stock,United States,2020,Consumer Discretionary,Restaurants
SE,Sea Limited American Depositary Shares each representing one Class A Ordinary Share,United States,2017,Consumer Discretionary,Other Consumer Services
SEAS,SeaWorld Entertainment Inc. Common Stock,United States,2013,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
SEB,Seaboard Corporation Common Stock,United States,1996,Industrials,Farming/Seeds/Milling
SEER,Seer Inc. Class A Common Stock,United States,2020,Health Care, Medicinal Chemicals and Botanical Products 
SEIC,SEI Investments Company Common Stock,United States,1981,Finance,Investment Bankers/Brokers/Service
SELB,Selecta Biosciences Inc. Common Stock,United States,2016,Health Care,Biotechnology: Pharmaceutical Preparations
SEM,Select Medical Holdings Corporation Common Stock,United States,2009,Health Care,Hospital/Nursing Management
SEMR,SEMrush Holdings Inc. Class A Common Stock,United States,2021,Technology,EDP Services
SEPA,SEP Acquisition Corp Class A Common Stock,United States,2021,Finance,Blank Checks
SEPAW,SEP Acquisition Corp Warrants,United States,2021,Finance,Blank Checks
SERA,Sera Prognostics Inc. Class A Common Stock,United States,2021,Health Care,Precision Instruments
SFB,Stifel Financial Corporation 5.20% Senior Notes due 2047,United States,2017,Finance,Investment Bankers/Brokers/Service
SFIX,Stitch Fix Inc. Class A Common Stock,United States,2017,Consumer Discretionary,Catalog/Specialty Distribution
SFM,Sprouts Farmers Market Inc. Common Stock,United States,2013,Consumer Staples,Food Chains
SFR,Appreciate Holdings Inc. Class A Common Stock,United States,2021,Finance,Real Estate
SFRWW,Appreciate Holdings Inc. Warrant,United States,2021,,
SFT,Shift Technologies Inc. Class A Common Stock,United States,2019,Consumer Discretionary,Retail-Auto Dealers and Gas Stations
SG,Sweetgreen Inc. Class A Common Stock,United States,2021,Consumer Discretionary,Restaurants
SGBX,Safe & Green Holdings Corp. Common Stock,United States,2017,Consumer Discretionary,RETAIL: Building Materials
SGEN,Seagen Inc. Common Stock,United States,2001,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
SGH,SMART Global Holdings Inc. Ordinary Shares,United States,2017,Technology,Semiconductors
SGHT,Sight Sciences Inc. Common Stock,United States,2021,Health Care,Medical Specialities
SGII,Seaport Global Acquisition II Corp. Class A Common Stock,United States,2021,Finance,Blank Checks
SGIIU,Seaport Global Acquisition II Corp. Unit,United States,2021,Finance,Blank Checks
SGIIW,Seaport Global Acquisition II Corp. Warrants,United States,2021,Finance,Blank Checks
SGLY,Singularity Future Technology Ltd. Common Stock,United States,2008,Consumer Discretionary,Oil Refining/Marketing
SGMA,SigmaTron International Inc. Common Stock,United States,1994,Technology,Electrical Products
SGMO,Sangamo Therapeutics Inc. Common Stock,United States,2000,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
SGMT,Sagimet Biosciences Inc. Series A Common Stock,United States,2023,,
SGRY,Surgery Partners Inc. Common Stock,United States,2015,Health Care,Hospital/Nursing Management
SHAK,Shake Shack Inc. Class A Common Stock,United States,2015,Consumer Discretionary,Restaurants
SHC,Sotera Health Company Common Stock,United States,2020,Health Care,Medical Specialities
SHCR,Sharecare Inc. Class A Common Stock,United States,2021,Technology,Computer Software: Prepackaged Software
SHCRW,Sharecare Inc. Warrant,United States,2020,Technology,Computer Software: Prepackaged Software
SHFS,SHF Holdings Inc. Class A Common Stock,United States,2021,Finance,Finance: Consumer Services
SHFSW,SHF Holdings Inc. Warrants,United States,2021,Finance,Finance: Consumer Services
SHLS,Shoals Technologies Group Inc. Class A Common Stock,United States,2021,Technology,Semiconductors
SHO,Sunstone Hotel Investors Inc. Sunstone Hotel Investors Inc. Common Shares,United States,2004,Consumer Discretionary,Hotels/Resorts
SHOO,Steven Madden Ltd. Common Stock,United States,1993,Consumer Discretionary,Shoe Manufacturing
SHOT,Safety Shot Inc. Common Stock,United States,2020,,
SHOTW,Safety Shot Inc. Warrant,United States,2020,,
SHPH,Shuttle Pharmaceuticals Holdings Inc. Common Stock,United States,2022,Health Care,Biotechnology: Pharmaceutical Preparations
SIBN,SI-BONE Inc. Common Stock,United States,2018,Health Care,Medical/Dental Instruments
SIDU,Sidus Space Inc. Class A Common Stock,United States,2021,Telecommunications,Telecommunications Equipment
SIEN,Sientra Inc. Common Stock,United States,2014,Health Care,Industrial Specialties
SIF,SIFCO Industries Inc. Common Stock,United States,1969,Industrials,Office Equipment/Supplies/Services
SILK,Silk Road Medical Inc. Common Stock,United States,2019,Health Care,Medical/Dental Instruments
SINT,SiNtx Technologies Inc. Common Stock,United States,2014,Health Care,Medical/Dental Instruments
SITE,SiteOne Landscape Supply Inc. Common Stock,United States,2016,Consumer Discretionary,Professional and commerical equipment
SITM,SiTime Corporation Common Stock,United States,2019,Technology,Semiconductors
SJW,SJW Group Common Stock (DE),United States,1972,Utilities,Water Supply
SKGR,SK Growth Opportunities Corporation Class A Common Stock,United States,2022,Finance,Blank Checks
SKGRU,SK Growth Opportunities Corporation Unit,United States,2022,Finance,Blank Checks
SKGRW,SK Growth Opportunities Corporation Warrant,United States,2022,Finance,Blank Checks
SKIL,Skillsoft Corp. Class A Common Stock,United States,2019,Technology,Computer Software: Prepackaged Software
SKIN,The Beauty Health Company Class A Common Stock,United States,2020,Consumer Discretionary,Package Goods/Cosmetics
SKT,Tanger Factory Outlet Centers Inc. Common Stock,United States,1993,Real Estate,Real Estate Investment Trusts
SKWD,Skyward Specialty Insurance Group Inc. Common Stock,United States,2023,Finance,Property-Casualty Insurers
SKX,Skechers U.S.A. Inc. Common Stock,United States,1999,Consumer Discretionary,Shoe Manufacturing
SKYT,SkyWater Technology Inc. Common Stock,United States,2021,Technology,Semiconductors
SKYW,SkyWest Inc. Common Stock,United States,1986,Consumer Discretionary,Air Freight/Delivery Services
SKYX,SKYX Platforms Corp. Common Stock,United States,2022,Consumer Discretionary,Building Products
SLAB,Silicon Laboratories Inc. Common Stock,United States,2000,Technology,Semiconductors
SLAM,Slam Corp. Class A Ordinary Share,United States,2021,Finance,Blank Checks
SLAMU,Slam Corp. Unit,United States,2021,Finance,Blank Checks
SLAMW,Slam Corp. warrant,United States,2021,Finance,Blank Checks
SLCA,U.S. Silica Holdings Inc. Common Stock,United States,2012,Industrials,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
SLDB,Solid Biosciences Inc. Common Stock,United States,2018,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
SLDP,Solid Power Inc. Class A Common Stock,United States,2021,Energy,Electrical Products
SLDPW,Solid Power Inc. Warrant,United States,2021,Energy,Electrical Products
SLE,Super League Enterprise Inc. Common Stock,United States,2019,Consumer Discretionary,Services-Misc. Amusement & Recreation
SLG,SL Green Realty Corp Common Stock,United States,1997,Real Estate,Real Estate Investment Trusts
SLGC,SomaLogic Inc. Class A Common Stock,United States,2021,Health Care,Biotechnology: Commercial Physical & Biological Resarch
SLGCW,SomaLogic Inc. Warrant,United States,2021,Health Care,Biotechnology: Commercial Physical & Biological Resarch
SLGN,Silgan Holdings Inc. Common Stock,United States,2022,Industrials,Containers/Packaging
SLNO,Soleno Therapeutics Inc. Common Stock,United States,2014,Health Care,Biotechnology: Pharmaceutical Preparations
SLRC,SLR Investment Corp. Common Stock,United States,2010,Finance,Finance/Investors Services
SLRN,ACELYRIN INC. Common Stock,United States,2023,Health Care,Biotechnology: Pharmaceutical Preparations
SLRX,Salarius Pharmaceuticals Inc. Common Stock,United States,2015,Health Care,Biotechnology: Pharmaceutical Preparations
SLVM,Sylvamo Corporation Common Stock,United States,2021,Basic Materials,Paper
SLVR,SilverSPAC Inc. Class A Ordinary Share,United States,2021,Finance,Blank Checks
SLVRU,SilverSPAC Inc. Unit,United States,2021,Finance,Blank Checks
SLVRW,SilverSPAC Inc. Warrant,United States,2021,Finance,Blank Checks
